Beginning	End	Duration	Words	Word
83.098412698	83.707936507	0.609523808999995	n'est	51
83.707936507	85.899319727	2.19138322000001	qu'ordre	52
85.899319727	86.653968253	0.754648525999997	et	53
86.653968253	90.412698412	3.758730159	beauté	54
90.412698412	92.458956916	2.04625850400001	R	54
92.458956916	95.39047619	2.931519274	Luxe,	55
95.39047619	95.840362811	0.449886621000005	R	55
95.840362811	98.089795918	2.24943310699999	calme	56
98.089795918	98.481632653	0.391836735000012	R	56
98.481632653	99.903854875	1.42222222199999	et	57
99.903854875	105.955555555	6.05170068000001	volupté.	58
105.955555555	114.953287981	8.997732426	R	58
114.953287981	115.983673469	1.03038548799999	Vois	112
115.983673469	117.159183673	1.17551020400001	sur	113
117.159183673	117.826757369	0.667573696000005	ces	114
117.826757369	119.074829931	1.24807256199999	canaux	115
119.074829931	121.629024943	2.55419501200001	Dormir	116
121.629024943	122.296598639	0.667573695999991	ces	117
122.296598639	123.61723356	1.32063492100001	vaisseaux	118
123.61723356	123.878458049	0.261224489	R	118
123.878458049	124.473469387	0.595011337999992	Dont	119
124.473469387	125.590929705	1.117460318	l'humeur	120
125.590929705	126.040816326	0.449886621000005	est	121
126.040816326	130.98956916	4.948752834	vagabonde;	122
130.98956916	131.570068027	0.580498866999989	R	122
131.570068027	132.194104308	0.624036281000002	C'est	123
132.194104308	132.542403628	0.348299319999995	pour	124
132.542403628	135.227210884	2.684807256	assouvir	125
135.227210884	135.531972789	0.304761905000021	Ton	126
135.531972789	137.258956916	1.72698412699998	moindre	127
137.258956916	138.071655328	0.812698412000003	désir	128
138.071655328	138.405442176	0.333786848000017	R	128
138.405442176	138.768253968	0.362811792000002	Qu'ils 	129
138.768253968	141.569160997	2.800907029	viennent	130
141.569160997	141.975510204	0.406349206999977	du	131
141.975510204	143.629931972	1.65442176800002	bout	132
143.629931972	144.210430839	0.580498866999989	du	133
144.210430839	148.462585034	4.252154195	monde.	134
148.462585034	150.36371882	1.901133786	R	134
150.36371882	150.8861678	0.522448980000007	Les	135
150.8861678	153.266213151	2.38004535099998	soleils	136
153.266213151	154.702947845	1.43673469400002	couchants	137
154.702947845	154.978684807	0.275736961999996	R	137
154.978684807	157.503854875	2.52517006799999	Revêtent	138
157.503854875	157.852154195	0.348299319999995	les	139
157.852154195	159.085714285	1.23356009	champs,	140
159.085714285	159.39047619	0.304761904999992	R	140
159.39047619	159.985487528	0.595011338000006	Les	141
159.985487528	161.175510204	1.19002267600001	canaux,	142
161.175510204	161.436734693	0.261224489	R	142
161.436734693	161.770521541	0.333786847999988	la	143
161.770521541	162.089795918	0.319274376999999	ville	144
162.089795918	166.414512471	4.324716553	entière,	145
166.414512471	167.082086167	0.667573696000005	R	145
167.082086167	169.171882086	2.08979591900001	D'hyacinthe	146
169.171882086	169.549206349	0.377324262999991	et	147
169.549206349	171.392290249	1.84308390000001	d'or;	148
171.392290249	171.798639455	0.406349205999987	R	148
171.798639455	172.36462585	0.56598639500001	le	149
172.36462585	174.352834467	1.988208617	monde	150
174.352834467	176.152380952	1.79954648499998	s'endort	151
176.152380952	176.4861678	0.333786848000017	R	151
176.4861678	177.255328798	0.76916099799999	Dans	152
177.255328798	178.082539682	0.82721088400001	une	153
178.082539682	179.649886621	1.567346939	chaude	154
179.649886621	185.048526077	5.39863945599998	lumière.	155
185.048526077	191.375963718	6.32743764100002	R	155
191.375963718	194.089795918	2.71383219999998	Là,	156
194.089795918	194.467120181	0.37732426300002	R	156
194.467120181	195.07664399	0.609523808999995	tout	157
195.07664399	195.453968253	0.377324262999991	n'est	158
195.453968253	197.44217687	1.988208617	qu'ordre	159
197.44217687	198.153287981	0.711111111000008	et	160
198.153287981	203.914739229	5.76145124799999	beauté,	161
203.914739229	206.396371882	2.48163265300002	Luxe,	162
206.396371882	207.005895691	0.609523808999995	R	162
207.005895691	209.298866213	2.29297052199999	calme	163
209.298866213	210.459863945	1.160997732	et	164
210.459863945	217.150113378	6.69024943299999	volupté.	165
217.150113378			R	165
