Beginning	End	Duration	Words	Word
162.992471655	163.398820862	0.406349207000005	R	61
163.398820862	163.828390023	0.429569160999989	Polis	62
163.828390023	164.037369615	0.208979591999991	par	63
164.037369615	164.281179138	0.24380952300001	les	64
164.281179138	164.559818594	0.278639456000008	ans,	65
164.559818594	164.977777778	0.417959183999983	R	65
164.977777778	166.405804989	1.428027211	Décoreraient	66
166.405804989	167.160453515	0.754648526000011	notre	67
167.160453515	168.019591837	0.859138322000007	chambre;	68
168.019591837	168.774240363	0.754648525999983	R	68
168.774240363	168.994829932	0.220589568999998	Les	69
168.994829932	169.203809524	0.20897959200002	plus	70
169.203809524	169.470839002	0.267029477999984	rares	71
169.470839002	170.26031746	0.789478458000019	fleurs	72
170.26031746	170.852426304	0.592108843999995	Mêlant	73
170.852426304	171.08462585	0.232199546000004	leurs	74
171.08462585	171.90893424	0.824308389999999	odeurs	75
171.90893424	172.442993197	0.534058956999985	R	75
172.442993197	172.826122449	0.383129252000003	Aux	76
172.826122449	173.627210884	0.801088434999997	vagues	77
173.627210884	174.265759637	0.638548753000009	senteurs	78
174.265759637	174.463129252	0.197369614999985	de	79
174.463129252	175.461587302	0.998458050000011	l'ambre,	80
175.461587302	176.37877551	0.917188207999999	R	80
176.37877551	176.55292517	0.174149660000012	Les	81
176.55292517	176.808344671	0.255419500999977	riches	82
176.808344671	177.760362812	0.952018141000025	plafonds,	83
177.760362812	177.888072562	0.12770974999998	Les	84
177.888072562	178.515011338	0.626938776000003	miroirs	85
178.515011338	179.362539683	0.847528345000001	profonds,	86
179.362539683	180.059138322	0.696598639000001	R	86
180.059138322	180.37260771	0.313469388000016	La	87
180.37260771	180.999546485	0.626938774999985	splendeur	88
180.999546485	182.555283447	1.555736962	orientale,	89
182.555283447	183.913650794	1.35836734700001	R	89
183.913650794	184.215510204	0.301859409999992	Tout	90
184.215510204	184.49414966	0.278639456000008	y	91
184.49414966	185.527437642	1.03328798199999	parlerait	92
185.527437642	185.655147392	0.127709750000008	A	93
185.655147392	186.096326531	0.441179138999985	l'âme	94
186.096326531	186.433015873	0.336689342	en	95
186.433015873	187.373424036	0.940408163000001	secret	96
187.373424036	187.675283447	0.301859411000009	R	96
187.675283447	188.116462585	0.441179137999995	Sa	97
188.116462585	188.778231293	0.661768708000011	douce	98
188.778231293	189.335510204	0.557278910999997	langue	99
189.335510204	190.241088435	0.905578230999993	natale.	100
190.241088435	206.773696145	16.53260771	R	100
206.773696145	207.783764172	1.01006802699999	Là,	101
207.783764172	208.166893424	0.383129252000003	tout	102
208.166893424	208.375873016	0.20897959200002	n'est	103
208.375873016	209.060861678	0.684988661999995	qu'ordre	104
209.060861678	209.327891156	0.267029477999984	et	105
209.327891156	209.989659864	0.661768708000011	beauté,	106
209.989659864	210.616598639	0.626938774999985	R	106
210.616598639	211.533786848	0.917188209000017	Luxe,	107
211.533786848	211.998185941	0.464399092999997	calme	108
211.998185941	212.21877551	0.220589568999998	et	109
212.21877551	214.018321995	1.79954648500001	volupté.	110
214.018321995	214.355011338	0.336689342999989	R	110
214.355011338	215.330249433	0.975238095000009	Là,	110
215.330249433	215.771428571	0.441179137999995	tout	110
215.771428571	216.003628118	0.232199546999993	n'est	110
216.003628118	216.735056689	0.731428571000009	qu'ordre	110
216.735056689	216.944036281	0.208979591999991	et	110
216.944036281	217.884444444	0.940408163000001	beauté,	110
217.884444444	218.221133787	0.336689343000018	R	110
218.221133787	219.126712018	0.905578230999993	Luxe,	110
219.126712018	219.614331066	0.487619047999999	calme	110
219.614331066	219.823310658	0.208979591999991	et	110
219.823310658	221.692517007	1.869206349	volupté.	110
221.692517007	283.55047619	61.857959183	R	110
283.55047619	283.794285714	0.243809524000028	Vois	111
283.794285714	284.038095238	0.243809523999971	sur	112
284.038095238	284.305124717	0.26702947900003	ces	113
284.305124717	284.943673469	0.638548751999963	canaux	114
284.943673469	285.257142857	0.313469388000044	R	114
285.257142857	285.779591837	0.522448979999979	Dormir	115
285.779591837	286.000181406	0.220589569000026	ces	116
286.000181406	286.882539683	0.88235827699998	vaisseaux	117
286.882539683	287.184399093	0.30185941000002	Dont	118
287.184399093	288.124807256	0.940408162999972	l'humeur	119
288.124807256	288.403446712	0.278639456000008	est	120
288.403446712	289.854693878	1.45124716599997	vagabonde;	121
289.854693878	290.609342404	0.75464852600004	R	121
290.609342404	290.793650794	0.184308389999956	C'est	122
290.793650794	290.934421769	0.140770975000009	pour	123
290.934421769	292.025759637	1.09133786800004	assouvir	124
292.025759637	292.165079365	0.139319727999975	Tes	125
292.165079365	292.759365079	0.594285714000023	moindres	126
292.759365079	293.523446712	0.764081632999989	désirs	127
293.523446712	294.289705215	0.766258503000017	R	127
294.289705215	294.800544218	0.510839003000001	Qu'ils	128
294.800544218	295.334603175	0.534058956999957	viennent	129
295.334603175	295.601632653	0.26702947800004	du	130
295.601632653	295.880272109	0.278639455999951	bout	131
295.880272109	296.066031746	0.185759637000047	du	132
296.066031746	296.96	0.893968253999958	monde.	133
296.96	298.26031746	1.30031746000003	R	133
298.26031746	298.411247166	0.150929705999999	Les	134
298.411247166	298.933696145	0.522448978999989	soleils	135
298.933696145	299.746394558	0.812698413000021	couchants	136
299.746394558	300.338503401	0.592108843000005	Revêtent	137
300.338503401	300.524263039	0.185759637999979	les	138
300.524263039	301.151201814	0.626938774999985	champs,	139
301.151201814	301.940680272	0.789478458000019	R	139
301.940680272	302.184489796	0.243809523999971	Les	140
302.184489796	302.997188209	0.812698413000021	canaux,	141
302.997188209	303.148117914	0.15092970500001	la	142
303.148117914	303.473197279	0.325079364999965	ville	143
303.473197279	304.55292517	1.079727891	entière,	144
304.55292517	305.760362812	1.207437642	R	144
305.760362812	306.816870748	1.056507936	D'hyacinthe	145
306.816870748	307.02585034	0.208979591999991	et	146
307.02585034	307.559909297	0.534058957000013	d'or;	147
307.559909297	307.757278912	0.197369615000014	Le	148
307.757278912	308.349387755	0.592108843000005	monde	149
308.349387755	309.220136054	0.870748299000013	s'endort	150
309.220136054	309.591655329	0.371519274999969	R	150
309.591655329	309.905124717	0.313469387999987	Dans	151
309.905124717	310.439183673	0.534058956000024	une	152
310.439183673	311.042902494	0.603718820999973	chaude	153
311.042902494	311.994920635	0.952018141000053	lumière.	154
311.994920635	328.60952381	16.614603175	R	154
328.60952381	329.666031746	1.056507936	Là,	155
329.666031746	330.148571429	0.482539683000027	tout	156
330.148571429	330.311111111	0.162539681999988	n'est	157
330.311111111	330.996825397	0.685714286000007	qu'ordre	158
330.996825397	331.215238095	0.218412698000009	et	159
331.215238095	331.992380952	0.777142857000001	beauté,	160
331.992380952	332.45968254	0.467301587999998	R	160
332.45968254	333.353650794	0.893968253999958	Luxe,	161
333.353650794	333.902222222	0.548571428000003	calme	162
333.902222222	334.125714286	0.223492064000027	et	163
334.125714286	335.512380952	1.386666666	volupté.	164
335.512380952	336.223492063	0.71111111099998	R	164
336.223492063	337.213968254	0.990476191000028	Là,	164
337.213968254	337.686349206	0.47238095199998	tout	164
337.686349206	337.914920635	0.228571428999999	n'est	164
337.914920635	338.615873016	0.700952381000036	qu'ordre	164
338.615873016	338.829206349	0.21333333299998	et	164
338.829206349	339.677460317	0.848253967999995	beauté,	164
339.677460317	340.109206349	0.431746031999978	R	164
340.109206349	341.043809524	0.934603175000007	Luxe,	164
341.043809524	341.551746032	0.507936508	calme	164
341.551746032	341.734603175	0.182857143000035	et	164
341.734603175	343.583492063	1.84888888799998	volupté.	164
343.583492063			R	164
