Beginning	End	Duration	Words	Word
118.677188209	119.048707483	0.371519274000008	en	95
119.048707483	121.684172336	2.635464853	secret	96
121.684172336	121.939591837	0.255419500999992	R	96
121.939591837	122.334331066	0.39473922900001	Sa	97
122.334331066	123.205079365	0.870748298999999	douce	98
123.205079365	124.122267574	0.917188209000003	langue	99
124.122267574	128.986848073	4.864580499	natale.	100
128.986848073	129.462857143	0.476009070000004	R	100
129.462857143	129.927256236	0.464399092999997	Là,	101
129.927256236	130.484535147	0.557278910999997	tout	102
130.484535147	130.902494331	0.417959184000011	n'est	103
130.902494331	131.448163265	0.545668933999991	qu'ordre	104
131.448163265	131.889342404	0.441179138999985	et	105
131.889342404	133.990748299	2.101405895	beauté,	106
133.990748299	134.2461678	0.255419501000006	R	106
134.2461678	135.233015873	0.986848073000004	Luxe,	107
135.233015873	136.800362812	1.567346939	calme	108
136.800362812	137.171882086	0.371519274000008	et	109
137.171882086	142.988480726	5.81659864	volupté.	110
142.988480726	143.615419501	0.626938774999985	R	110
143.615419501	144.509387755	0.893968254000015	Vois	111
144.509387755	144.927346939	0.417959183999983	sur	112
144.927346939	145.763265306	0.835918367000005	ces	113
145.763265306	147.191292517	1.428027211	canaux	114
147.191292517	147.853061224	0.661768706999993	Dormir	115
147.853061224	148.329070295	0.476009071000021	ces	116
148.329070295	150.60462585	2.27555555499998	vaisseaux	117
150.60462585	151.150294785	0.545668935000009	R	117
151.150294785	151.510204082	0.359909297000002	Dont	118
151.510204082	152.288072562	0.777868479999995	l'humeur	119
152.288072562	152.740861678	0.452789115999991	est	120
152.740861678	154.819047619	2.07818594100002	vagabonde;	121
154.819047619	154.993197279	0.174149659999983	R	121
154.993197279	155.829115646	0.835918367000005	C'est	122
155.829115646	156.154195011	0.325079365000022	pour	123
156.154195011	158.278820862	2.12462585099999	assouvir	124
158.278820862	158.627120181	0.348299319000006	Ton	125
158.627120181	159.509478458	0.88235827699998	moindre	126
159.509478458	162.005623583	2.496145125	désir	127
162.005623583	162.411972789	0.406349206000016	R	127
162.411972789	162.783492063	0.371519274000008	Qu'ils	128
162.783492063	163.677460317	0.893968253999987	viennent	129
163.677460317	164.246349206	0.568888888999993	du	130
164.246349206	164.571428571	0.325079365000022	bout	131
164.571428571	164.9661678	0.394739228999981	du	132
164.9661678	169.644988662	4.67882086200001	monde.	133
169.644988662	170.074557823	0.429569160999989	R	133
170.074557823	170.898866213	0.824308389999999	Les	134
170.898866213	172.222403628	1.323537415	soleils	135
172.222403628	173.60399093	1.38158730200001	couchants	136
173.60399093	174.823038549	1.21904761899998	Revêtent	137
174.823038549	175.217777778	0.39473922900001	les	138
175.217777778	177.388843537	2.17106575900002	champs,	139
177.388843537	177.783582766	0.394739228999981	R	139
177.783582766	178.20154195	0.417959184000011	Les	140
178.20154195	179.060680272	0.859138322000007	canaux,	141
179.060680272	179.571519274	0.510839001999983	la	142
179.571519274	180.047528345	0.476009070999993	ville	143
180.047528345	181.533605442	1.48607709700002	entière,	144
181.533605442	181.730975057	0.197369614999985	R	144
181.730975057	183.751111111	2.02013605400001	D'hyacinthe	145
183.751111111	184.169070295	0.417959184000011	et	146
184.169070295	185.051428571	0.882358275999991	d'or;	147
185.051428571	185.295238095	0.243809524	Le	148
185.295238095	186.282086168	0.986848073000004	monde	149
186.282086168	189.022040816	2.73995464799998	s'endort	150
189.022040816	189.231020408	0.20897959200002	R	150
189.231020408	189.532879819	0.301859410999981	Dans	151
189.532879819	190.415238095	0.882358276000019	une	152
190.415238095	191.367256236	0.952018140999996	chaude	153
191.367256236	196.614965986	5.24770974999998	lumière.	154
196.614965986	196.974875283	0.359909297000002	R	154
196.974875283	197.485714286	0.510839003000001	Là,	155
197.485714286	197.973333333	0.48761904700001	tout	156
197.973333333	198.426122449	0.452789115999991	n'est	157
198.426122449	198.995011338	0.568888889000021	qu'ordre	158
198.995011338	199.447800454	0.452789115999991	et	159
199.447800454	201.409886621	1.962086167	beauté,	160
201.409886621	201.990385488	0.580498866999989	R	160
201.990385488	203.162993197	1.172607709	Luxe,	161
203.162993197	205.136689342	1.97369614500002	calme	162
205.136689342	206.10031746	0.963628118000003	et	163
206.10031746	214.262131519	8.16181405899999	volupté.	164
214.262131519			R	164
